win/lose,game_mode,game_date,game_duration,champion,role,CS,kills,deaths,assists,Vision Score,KP,Summoner Spell 1,Summoner Spell 2,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Ward,KDA,CS/min
Defeat,Normal (Draft Pick),2024-03-20,00:16:02,Smolder,Adc,95,0,4,4,5,29%,Flash,Heal,Doran's Ring,Essence Reaver,Ionian Boots of Lucidity,None,None,None,Stealth Ward,1.0,5.93
Defeat,Normal (Draft Pick),2024-03-20,00:15:19,Karma,Mid,99,2,4,0,5,25%,Flash,Teleport,Doran's Ring,Malignance,Ionian Boots of Lucidity,Glowing Mote,Glowing Mote,None,Stealth Ward,0.5,6.46
Victory,ARAM,2024-03-19,00:21:51,Smolder,Jungle,122,13,16,28,0,69%,Flash,Barrier,Essence Reaver,,Ionian Boots of Lucidity,Liandry's Torment,Rapid Firecannon,Vampiric Scepter,Poro-Snax,2.56,5.58
Victory,ARAM,2024-03-19,00:17:23,Lux,Mid,38,5,8,30,0,69%,Flash,Barrier,Guardian's Orb,Seraph's Embrace,Malignance,Sorcerer's Shoes,Stormsurge,None,Poro-Snax,4.38,2.19
Defeat,ARAM,2024-03-17,00:27:58,Xayah,Adc,114,27,23,30,0,68%,Flash,Ghost,Kraken Slayer,Immortal Shieldbow,Navori Flickerblade,Bloodthirster,Lord Dominik's Regards,Phantom Dancer,Poro-Snax,2.48,4.08
Victory,ARAM,2024-03-17,00:21:25,Sivir,Support,138,12,12,36,0,75%,Flash,Ghost,Statikk Shiv,Berserker's Greaves,Navori Flickerblade,Bloodthirster,Phantom Dancer,Blade of The Ruined King,Poro-Snax,4.0,6.44
Victory,Normal (Draft Pick),2024-03-17,00:35:22,Karma,Mid,215,0,11,9,17,24%,Flash,Teleport,Malignance,Zhonya's Hourglass,Ionian Boots of Lucidity,Cosmic Drive,Fiendish Codex,Amplifying Tome,Stealth Ward,0.82,6.08
Victory,Normal (Draft Pick),2024-03-17,00:31:58,Smolder,Adc,238,5,6,5,15,30%,Flash,Cleanse,Doran's Ring,Essence Reaver,Ionian Boots of Lucidity,Spear of Shojin,Rapid Firecannon,Cloak of Agility,Stealth Ward,1.67,7.45
Victory,Normal (Draft Pick),2024-03-17,00:32:01,Karma,Mid,222,6,6,17,17,52%,Flash,Teleport,Horizon Focus,Ionian Boots of Lucidity,Malignance,Cosmic Drive,Cryptbloom,None,Stealth Ward,3.83,6.93
Victory,Normal (Draft Pick),2024-03-17,00:27:32,Hwei,Mid,180,8,2,10,10,56%,Flash,Teleport,Doran's Ring,Seraph's Embrace,Sorcerer's Shoes,Liandry's Torment,Blighting Jewel,Fiendish Codex,Stealth Ward,9.0,6.54
Victory,Normal (Draft Pick),2024-03-17,00:21:25,Hwei,Mid,157,0,4,6,10,35%,Flash,Teleport,Doran's Ring,Seraph's Embrace,Sorcerer's Shoes,Fiendish Codex,Hextech Alternator,None,Stealth Ward,1.5,7.33
Victory,Normal (Draft Pick),2024-03-16,00:27:46,Hwei,Mid,200,9,2,9,11,50%,Flash,Teleport,Seraph's Embrace,Sorcerer's Shoes,Horizon Focus,Cryptbloom,Haunting Guise,None,Stealth Ward,9.0,7.2
Defeat,Normal (Draft Pick),2024-03-16,00:34:10,Smolder,Adc,262,3,8,6,21,50%,Flash,Heal,Bloodthirster,Essence Reaver,Ionian Boots of Lucidity,Spear of Shojin,Zeal,Kircheis Shard,Stealth Ward,1.12,7.67
Defeat,Normal (Draft Pick),2024-03-16,00:35:17,Ezreal,Adc,285,6,4,5,21,48%,Flash,Heal,Spear of Shojin,Essence Reaver,Muramana,Ionian Boots of Lucidity,Navori Flickerblade,Long Sword,Stealth Ward,2.75,8.08
Defeat,ARAM,2024-03-15,00:20:29,Twisted Fate,Jungle,57,2,13,25,0,61%,Flash,Barrier,Luden's Companion,Lich Bane,Rapid Firecannon,Sorcerer's Shoes,Blighting Jewel,Blasting Wand,Poro-Snax,2.08,2.78
Defeat,ARAM,2024-03-15,00:19:05,Hwei,Top,80,27,9,23,0,78%,Flash,Barrier,Luden's Companion,Zhonya's Hourglass,Sorcerer's Shoes,Shadowflame,Liandry's Torment,Rabadon's Deathcap,Poro-Snax,5.56,4.19
Victory,ARAM,2024-03-15,00:16:35,Bel'Veth,Mid,57,16,9,16,0,63%,Flash,Ghost,Guardian's Hammer,Death's Dance,Mercury's Treads,Kraken Slayer,Blade of The Ruined King,Phage,Poro-Snax,3.56,3.44
Defeat,Normal (Draft Pick),2024-03-15,00:11:05,Smolder,Adc,75,1,1,0,4,50%,Flash,Cleanse,Doran's Blade,Cloak of Agility,Sheen,Long Sword,Glowing Mote,None,Stealth Ward,1.0,6.77
Defeat,Normal (Draft Pick),2024-03-15,00:28:16,Smolder,Adc,197,6,8,5,14,50%,Flash,Cleanse,Cloak of Agility,Essence Reaver,Ionian Boots of Lucidity,Spear of Shojin,B. F. Sword,Vampiric Scepter,Farsight Alteration,1.38,6.97
Defeat,Normal (Draft Pick),2024-03-15,00:34:40,Senna,Adc,204,8,10,10,15,50%,Flash,Exhaust,Rapid Firecannon,Youmuu's Ghostblade,Opportunity,Boots of Swiftness,Edge of Night,Long Sword,Stealth Ward,1.8,5.88
Victory,Normal (Draft Pick),2024-03-14,00:44:46,Kai'Sa,Adc,294,10,11,11,26,58%,Flash,Cleanse,Cryptbloom,Zhonya's Hourglass,Luden's Companion,Rabadon's Deathcap,Sorcerer's Shoes,Muramana,Farsight Alteration,1.91,6.57
Defeat,Normal (Draft Pick),2024-03-14,00:38:28,Smolder,Adc,281,12,8,3,23,65%,Flash,Heal,Bloodthirster,Essence Reaver,Ionian Boots of Lucidity,Spear of Shojin,Rapid Firecannon,Mortal Reminder,Stealth Ward,1.88,7.31
Victory,Normal (Draft Pick),2024-03-14,00:29:08,Smolder,Adc,219,10,3,12,16,76%,Flash,Heal,Vampiric Scepter,Essence Reaver,Ionian Boots of Lucidity,Spear of Shojin,Rapid Firecannon,B. F. Sword,Stealth Ward,7.33,7.52
Defeat,Normal (Draft Pick),2024-03-14,00:31:45,Kai'Sa,Adc,206,9,10,5,18,56%,Flash,Heal,Cryptbloom,Muramana,Rabadon's Deathcap,Luden's Companion,Amplifying Tome,Sorcerer's Shoes,Farsight Alteration,1.4,6.49
